"spygen_code","set"
"SPY202506","train"
"SPY202509","train"
"SPY202510","validation"
"SPY202514","train"
"SPY202515","validation"
"SPY210643","train"
"SPY210644","train"
"SPY210645","train"
"SPY210646","validation"
"SPY210648","train"
"SPY210651","train"
"SPY210657","train"
"SPY210658","train"
"SPY210659","train"
"SPY210661","train"
"SPY210662","train"
"SPY210663","train"
"SPY210664","train"
"SPY210665","train"
"SPY210666","train"
"SPY210670","train"
"SPY210671","train"
"SPY210676","train"
"SPY210679","train"
"SPY210680","train"
"SPY210681","validation"
"SPY210682","validation"
"SPY210683","train"
"SPY210684","validation"
"SPY210685","validation"
"SPY210686","validation"
"SPY210687","validation"
"SPY210688","validation"
"SPY210689","train"
"SPY210690","validation"
"SPY210691","validation"
"SPY210692","validation"
"SPY210693","train"
"SPY210694","validation"
"SPY211262","train"
"SPY211263","train"
"SPY211266","train"
"SPY211268","train"
"SPY211273","train"
"SPY211274","train"
"SPY211275","train"
"SPY211277","train"
"SPY211278","train"
"SPY211279","train"
"SPY211280","train"
"SPY211282","train"
"SPY211284","train"
"SPY211285","train"
"SPY211286","train"
"SPY211289","train"
"SPY211290","train"
"SPY211299","train"
"SPY211300","train"
"SPY211301","validation"
"SPY211302","train"
"SPY211303","train"
"SPY211304","train"
"SPY211305","train"
"SPY211306","train"
"SPY211307","train"
"SPY211309","train"
"SPY211310","validation"
"SPY211311","train"
"SPY231713","train"
"SPY231714","train"
"SPY231715","train"
"SPY231716","train"
"SPY231717","train"
"SPY231718","train"
"SPY231719","train"
"SPY231720","train"
"SPY231721","train"
"SPY231722","train"
"SPY231723","train"
"SPY231724","train"
"SPY231725","train"
"SPY231726","train"
"SPY231727","train"
"SPY231728","train"
"SPY231729","train"
"SPY231730","train"
"SPY231889","train"
"SPY231890","train"
"SPY211071","train"
"SPY211072","train"
"SPY211068","validation"
"SPY211073","validation"
"SPY231741","train"
"SPY231742","train"
"SPY231743","train"
"SPY231744","train"
"SPY231745","validation"
"SPY231746","validation"
"SPY231747","validation"
"SPY231865","train"
"SPY231870","train"
"SPY231871","train"
"SPY231873","train"
"SPY231874","train"
"SPY231877","train"
"SPY231878","train"
"SPY181699","validation"
"SPY192310","validation"
"SPY201163","validation"
"SPY211048","validation"
"SPY211051","train"
"SPY211062","validation"
"SPY211063","train"
"SPY211138","validation"
"SPY211163","validation"
"SPY211168","validation"
"SPY211169","validation"
"SPY211170","validation"
"SPY211172","validation"
"SPY211173","validation"
"SPY211174","validation"
"SPY211177","validation"
"SPY211178","validation"
"SPY211180","validation"
"SPY211181","validation"
"SPY211182","validation"
"SPY211183","validation"
"SPY211184","validation"
"SPY212710","validation"
"SPY212711","validation"
"SPY212712","validation"
"SPY212713","validation"
"SPY212714","validation"
"SPY212715","validation"
"SPY212716","validation"
"SPY212717","validation"
"SPY212718","validation"
"SPY212719","validation"
"SPY212756","validation"
"SPY212758","validation"
"SPY212759","validation"
"SPY211044","train"
"SPY211047","train"
"SPY211054","validation"
"SPY211055","validation"
"SPY231679","train"
"SPY231680","train"
"SPY231675","train"
"SPY231676","train"
"SPY231677","train"
"SPY231678","train"
"SPY231691","train"
"SPY231692","train"
"SPY231693","train"
"SPY231694","train"
"SPY231695","train"
"SPY231696","train"
"SPY231703","train"
"SPY231704","train"
"SPY231913","train"
"SPY231914","train"
"SPY201239","train"
"SPY201241","train"
"SPY231669","train"
"SPY231670","train"
"SPY231681","train"
"SPY231682","train"
"SPY231697","train"
"SPY231698","train"
"SPY201150","train"
"SPY201152","train"
"SPY201157","train"
"SPY201158","train"
"SPY231699","train"
"SPY231700","train"
"SPY231701","train"
"SPY231702","train"
"SPY201174","train"
"SPY201181","train"
"SPY201187","train"
"SPY201192","train"
"SPY201198","train"
"SPY202491","train"
"SPY202495","train"
"SPY202500","train"
"SPY231683","train"
"SPY231684","train"
"SPY231685","train"
"SPY231686","train"
"SPY231687","train"
"SPY231688","train"
"SPY231689","train"
"SPY231690","train"
"SPY231671","train"
"SPY231672","train"
"SPY231673","train"
"SPY231674","train"
"SPY231750","validation"
"SPY231751","validation"
"SPY231752","validation"
"SPY231753","validation"
"SPY211059","validation"
"SPY211060","validation"
"SPY200806","validation"
"SPY200807","validation"
"SPY231731","train"
"SPY231732","train"
"SPY210650","train"
"SPY201216","train"
"SPY201263","train"
"SPY210655","train"
"SPY210656","train"
"SPY210660","train"
"SPY231733","train"
"SPY231734","train"
"SPY231758","validation"
"SPY231759","validation"
"SPY222970","train"
"SPY222972","train"
"SPY222973","train"
"SPY222974","train"
"SPY181149","train"
"SPY181150","train"
"SPY231760","train"
"SPY231761","train"
"SPY201175","train"
"SPY201191","train"
"SPY202496","train"
"SPY202498","train"
"SPY201952","train"
"SPY201962","train"
"SPY210649","train"
"SPY212768","train"
"SPY200468","train"
"SPY200474","train"
"SPY201953","train"
"SPY201961","train"
"SPY210637","train"
"SPY210654","train"
"SPY212760","train"
"SPY212762","train"
"SPY212763","train"
"SPY212764","train"
"SPY212765","train"
"SPY212766","train"
"SPY212767","train"
"SPY212769","train"
"SPY231887","validation"
"SPY231888","validation"
"SPY231660","train"
"SPY231661","train"
"SPY231662","train"
"SPY231663","train"
"SPY231664","train"
