"","spygen_code","habitat"
"65","SPY210683","meadow"
"66","SPY231695","sandy_bed"
"67","SPY231696","sandy_bed"
"68","SPY231703","sandy_bed"
"69","SPY231704","sandy_bed"
"70","SPY231669","sandy_bed"
"71","SPY231670","sandy_bed"
"72","SPY231697","sandy_bed"
"73","SPY231698","sandy_bed"
"74","SPY201150","meadow_rocks_sandy_bed"
"75","SPY201152","meadow_rocks_sandy_bed"
"76","SPY201157","meadow_rocks_sandy_bed"
"77","SPY201158","meadow_rocks_sandy_bed"
"78","SPY231699","sandy_bed"
"79","SPY231700","sandy_bed"
"80","SPY231701","sandy_bed"
"81","SPY231702","sandy_bed"
"82","SPY231911","coralligenous"
"83","SPY231912","coralligenous"
"84","SPY231660","sandy_bed"
"85","SPY231661","sandy_bed"
"86","SPY231662","sandy_bed"
"87","SPY231663","sandy_bed"
"88","SPY231664","sandy_bed"
"89","SPY231762","sandy_bed"
"90","SPY231763","sandy_bed"
"91","SPY231764","sandy_bed"
"92","SPY231765","sandy_bed"
"93","SPY231766","sandy_bed"
"94","SPY231767","sandy_bed"
"95","SPY231768","sandy_bed"
"96","SPY231769","sandy_bed"
"97","SPY231770","sandy_bed"
"98","SPY231771","sandy_bed"
"99","SPY231772","sandy_bed"
"100","SPY231773","sandy_bed"
"101","SPY231899","coralligenous"
"102","SPY231900","coralligenous"
"103","SPY231901","meadow"
"104","SPY231902","meadow"
"105","SPY201164","meadow"
"106","SPY202493","meadow"
"107","SPY202510","meadow"
"108","SPY202515","meadow"
"109","SPY210681","meadow"
"110","SPY210682","meadow"
"111","SPY210684","meadow"
"112","SPY210685","meadow"
"113","SPY210686","meadow"
"114","SPY210687","meadow"
"115","SPY210688","meadow"
"116","SPY210690","meadow"
"117","SPY210691","meadow"
"118","SPY210692","meadow"
"119","SPY210694","meadow"
"120","SPY231885","coralligenous"
"121","SPY231886","coralligenous"
"122","SPY231691","sandy_bed"
"123","SPY231692","sandy_bed"
"124","SPY231693","sandy_bed"
"125","SPY231694","sandy_bed"
"126","SPY231913","meadow"
"127","SPY231914","meadow"
"128","SPY201174","meadow_rocks_sandy_bed"
"129","SPY201181","meadow_rocks_sandy_bed"
"130","SPY201187","meadow_rocks_sandy_bed"
"131","SPY201192","meadow_rocks_sandy_bed"
"132","SPY201198","meadow_rocks_sandy_bed"
"133","SPY202491","meadow_rocks_sandy_bed"
"134","SPY202495","meadow_rocks_sandy_bed"
"135","SPY202500","meadow_rocks_sandy_bed"
"136","SPY231683","sandy_bed"
"137","SPY231684","sandy_bed"
"138","SPY231685","sandy_bed"
"139","SPY231686","sandy_bed"
"140","SPY231687","sandy_bed"
"141","SPY231688","sandy_bed"
"142","SPY231689","sandy_bed"
"143","SPY231690","sandy_bed"
"144","SPY231760","sandy_bed"
"145","SPY231761","sandy_bed"
"146","SPY231887","meadow"
"147","SPY231888","meadow"
"148","SPY201963","meadow"
"149","SPY201966","meadow"
"150","SPY210636","meadow"
"151","SPY210640","meadow"
"152","SPY210641","sandy_bed"
"153","SPY210642","sandy_bed"
"154","SPY210696","meadow"
"155","SPY210697","meadow"
"156","SPY210698","meadow"
"157","SPY210699","meadow"
"158","SPY210705","meadow"
"159","SPY210710","meadow"
"160","SPY210712","meadow"
"161","SPY210713","meadow"
"162","SPY210714","meadow"
"163","SPY210717","meadow"
"164","SPY210718","meadow"
"165","SPY210719","meadow"
"166","SPY210720","meadow"
"167","SPY210721","meadow"
"168","SPY210722","meadow"
"169","SPY210723","meadow"
"170","SPY210724","meadow"
"171","SPY210727","meadow"
"172","SPY210728","meadow"
"173","SPY231711","sandy_bed"
"174","SPY231712","sandy_bed"
"175","SPY231735","sandy_bed"
"176","SPY231736","sandy_bed"
"177","SPY231737","sandy_bed"
"178","SPY231738","sandy_bed"
"179","SPY231739","sandy_bed"
"180","SPY231740","sandy_bed"
"181","SPY231780","sandy_bed"
"182","SPY231781","sandy_bed"
"183","SPY231782","sandy_bed"
"184","SPY231783","sandy_bed"
"185","SPY231784","sandy_bed"
"186","SPY231785","sandy_bed"
"187","SPY231786","sandy_bed"
"188","SPY231787","sandy_bed"
"189","SPY231788","sandy_bed"
"190","SPY231789","sandy_bed"
"191","SPY231790","sandy_bed"
"192","SPY231791","sandy_bed"
"193","SPY231792","sandy_bed"
"194","SPY231793","sandy_bed"
"195","SPY231795","sandy_bed"
"196","SPY231895","meadow"
"197","SPY231896","meadow"
"198","SPY231903","coralligenous"
"199","SPY231904","coralligenous"
"200","SPY231905","meadow"
"201","SPY231906","meadow"
"202","SPY232830","meadow"
"203","SPY232831","meadow"
"204","SPY201168","sandy_bed"
"205","SPY201170","sandy_bed"
"206","SPY210645","meadow"
"207","SPY210657","meadow"
"208","SPY210661","meadow"
"209","SPY210662","meadow"
"210","SPY211274","meadow"
"211","SPY211278","meadow"
"212","SPY231891","coralligenous"
"213","SPY231892","coralligenous"
"214","SPY231741","sandy_bed"
"215","SPY231742","sandy_bed"
"216","SPY231743","sandy_bed"
"217","SPY231744","sandy_bed"
"218","SPY231865","sandy_bed"
"219","SPY231870","sandy_bed"
"220","SPY231871","sandy_bed"
"221","SPY231873","sandy_bed"
"222","SPY231874","sandy_bed"
"223","SPY231877","sandy_bed"
"224","SPY231878","sandy_bed"
"225","SPY231909","coralligenous"
"226","SPY231910","coralligenous"
"227","SPY210650","meadow"
"228","SPY201216","coralligenous_meadow"
"229","SPY201263","coralligenous_meadow"
"230","SPY210655","meadow"
"231","SPY210656","meadow"
"232","SPY210660","meadow"
"233","SPY231733","sandy_bed"
"234","SPY231734","sandy_bed"
"235","SPY231893","coralligenous"
"236","SPY231894","coralligenous"
"237","SPY201175","meadow_rocks_sandy_bed"
"238","SPY201191","meadow_rocks_sandy_bed"
"239","SPY202496","meadow_rocks_sandy_bed"
"240","SPY202498","meadow_rocks_sandy_bed"
"241","SPY201957","meadow"
"242","SPY201964","meadow"
"243","SPY210701","meadow"
"244","SPY210702","meadow"
"245","SPY210703","meadow"
"246","SPY210704","meadow"
"247","SPY210706","meadow"
"248","SPY210707","meadow"
"249","SPY210708","meadow"
"250","SPY210709","meadow"
"251","SPY210711","meadow"
"252","SPY210716","meadow"
"253","SPY210725","meadow"
"254","SPY210726","meadow"
"255","SPY231748","sandy_bed"
"256","SPY231749","sandy_bed"
"257","SPY231754","sandy_bed"
"258","SPY231755","sandy_bed"
"259","SPY231756","sandy_bed"
"260","SPY231757","sandy_bed"
"261","SPY231897","coralligenous"
"262","SPY231898","coralligenous"
"263","SPY201159","rocks"
"264","SPY201160","meadow_sandy_bed"
"265","SPY201161","meadow_rocks_sandy_bed"
"266","SPY201166","rocks"
"267","SPY201167","meadow_sandy_bed"
"268","SPY201171","meadow_sandy_bed"
"269","SPY201180","rocks"
"270","SPY201186","rocks"
"271","SPY201190","meadow_rocks_sandy_bed"
"272","SPY202494","meadow_sandy_bed"
"273","SPY210643","meadow"
"274","SPY210644","meadow"
"275","SPY210648","meadow"
"276","SPY210651","sandy_bed"
"277","SPY210658","meadow"
"278","SPY210659","meadow"
"279","SPY210663","meadow"
"280","SPY210664","meadow"
"281","SPY210665","meadow"
"282","SPY210666","meadow"
"283","SPY210670","meadow"
"284","SPY210671","meadow"
"285","SPY210689","meadow"
"286","SPY210693","meadow"
"287","SPY211263","rocks"
"288","SPY211266","meadow"
"289","SPY211280","meadow"
"290","SPY211285","meadow"
"291","SPY211289","rocks"
"292","SPY211290","rocks"
"293","SPY211304","rocks"
"294","SPY231713","sandy_bed"
"295","SPY231714","sandy_bed"
"296","SPY231715","sandy_bed"
"297","SPY231716","sandy_bed"
"298","SPY231717","sandy_bed"
"299","SPY231718","sandy_bed"
"300","SPY231719","sandy_bed"
"301","SPY231720","sandy_bed"
"302","SPY231721","sandy_bed"
"303","SPY231722","sandy_bed"
"304","SPY231723","sandy_bed"
"305","SPY231724","sandy_bed"
"306","SPY231725","sandy_bed"
"307","SPY231726","sandy_bed"
"308","SPY231727","sandy_bed"
"309","SPY231728","sandy_bed"
"310","SPY231729","sandy_bed"
"311","SPY231730","sandy_bed"
"312","SPY231889","meadow"
"313","SPY231890","meadow"
"314","SPY231745","sandy_bed"
"315","SPY231746","sandy_bed"
"316","SPY231747","sandy_bed"
"317","SPY231750","sandy_bed"
"318","SPY231751","sandy_bed"
"319","SPY231752","sandy_bed"
"320","SPY231753","sandy_bed"
"321","SPY231731","sandy_bed"
"322","SPY231732","sandy_bed"
"323","SPY231758","sandy_bed"
"324","SPY231759","sandy_bed"
"325","SPY201153","rocks"
"326","SPY201162","rocks"
"327","SPY211299","rocks"
"328","SPY211303","rocks"
"329","SPY212588","coralligenous"
"330","SPY212589","coralligenous"
"331","SPY231679","sandy_bed"
"332","SPY231680","sandy_bed"
"333","SPY231675","sandy_bed"
"334","SPY231676","sandy_bed"
"335","SPY231677","sandy_bed"
"336","SPY231678","sandy_bed"
"337","SPY231681","sandy_bed"
"338","SPY231682","sandy_bed"
"339","SPY231671","sandy_bed"
"340","SPY231672","sandy_bed"
"341","SPY231673","sandy_bed"
"342","SPY231674","sandy_bed"
