"","spygen_code","protection"
"254","SPY210726",0
"255","SPY231748",0
"256","SPY231749",0
"257","SPY231754",0
"258","SPY231755",0
"259","SPY231756",0
"260","SPY231757",0
"261","SPY231897",0
"262","SPY231898",0
"263","SPY201159",0
"264","SPY201160",0
"265","SPY201161",0
"266","SPY201166",0
"267","SPY201167",0
"268","SPY201171",0
"269","SPY201180",0
"270","SPY201186",0
"271","SPY201190",0
"272","SPY202494",0
"273","SPY210643",0
"274","SPY210644",0
"275","SPY210648",0
"276","SPY210651",0
"277","SPY210658",0
"278","SPY210659",0
"279","SPY210663",0
"280","SPY210664",0
"281","SPY210665",0
"282","SPY210666",0
"283","SPY210670",0
"284","SPY210671",0
"285","SPY210689",0
"286","SPY210693",0
"287","SPY211263",0
"288","SPY211266",0
"289","SPY211280",0
"290","SPY211285",0
"291","SPY211289",0
"292","SPY211290",0
"293","SPY211304",0
"294","SPY231713",0
"295","SPY231714",0
"296","SPY231715",0
"297","SPY231716",0
"298","SPY231717",0
"299","SPY231718",0
"300","SPY231719",0
"301","SPY231720",0
"302","SPY231721",0
"303","SPY231722",0
"304","SPY231723",0
"305","SPY231724",0
"306","SPY231725",0
"307","SPY231726",0
"308","SPY231727",0
"309","SPY231728",0
"310","SPY231729",0
"311","SPY231730",0
"312","SPY231889",0
"313","SPY231890",0
"314","SPY231745",0
"315","SPY231746",0
"316","SPY231747",0
"317","SPY231750",3
"318","SPY231751",3
"319","SPY231752",3
"320","SPY231753",3
"321","SPY231731",4
"322","SPY231732",4
"323","SPY231758",4
"324","SPY231759",4
"325","SPY201153",0
"326","SPY201162",0
"327","SPY211299",0
"328","SPY211303",0
"329","SPY212588",0
"330","SPY212589",0
"331","SPY231679",1
"332","SPY231680",1
"333","SPY231675",1
"334","SPY231676",1
"335","SPY231677",1
"336","SPY231678",1
"337","SPY231681",2
"338","SPY231682",2
"339","SPY231671",2
"340","SPY231672",2
"341","SPY231673",2
"342","SPY231674",2
